pop_total,sex_total,sex_male,sex_female,age_median,households,race_total,race_white,race_black,race_native,race_asian,inc_total_pop,inc_no_pop,inc_with_pop,inc_pop_10k,inc_pop_1k_15k,inc_pop_15k_25k,inc_pop_25k_35k,inc_pop_35k_50k,inc_pop_50k_65k,inc_pop_65k_75k,inc_pop_75k,inc_median_ind,travel_total_to_work,travel_driving_to_work,travel_pt_to_work,travel_taxi_to_work,travel_cycle_to_work,travel_walk_to_work,travel_work_from_home,edu_total_pop,bachelor_male_25_34,master_phd_male_25_34,bachelor_male_35_44,master_phd_male_35_44,bachelor_male_45_64,master_phd_male_45_64,bachelor_male_65_over,master_phd_male_65_over,bachelor_female_25_34,master_phd_female_25_34,bachelor_female_35_44,master_phd_female_35_44,bachelor_female_45_64,master_phd_female_45_64,bachelor_female_65_over,master_phd_female_65_over,edu_total,edu_bachelor,edu_master,edu_phd,inc_median_household,inc_per_capita,employment_total_labor,employment_employed,employment_unemployed,housing_units_total,housing_units_occupied,housing_units_vacant,rent_median,property_value_total,property_value_median,vehicle_total_imputed,state,state_fips,county_fips,tract_fips,full_ct_fips,household_size_avg,sex_male_ratio,race_white_ratio,race_black_ratio,race_native_ratio,race_asian_ratio,travel_driving_ratio,travel_pt_ratio,travel_taxi_ratio,travel_cycle_ratio,travel_walk_ratio,travel_work_home_ratio,edu_bachelor_ratio,edu_master_ratio,edu_phd_ratio,edu_higher_edu_ratio,employment_unemployed_ratio,vehicle_per_capita,vehicle_per_household,vacancy_ratio,FIPS,car_sum,pickup,pickup_p,suv,suv_p,sedan,sedan_p,japan_p,us_p
2802,2802,1640,1162,46.4,930,2802,2063,12,0,660,2393,228,2165,354,155,465,402,500,83,32,174,29396,1478,1337,0,0,77,20,44,2254,11,0,13,34,36,26,74,29,22,28,39,21,43,27,0,16,2136,238,128,22,55694,25224,2378,1531,847,1208,930,278,890,787,166200,1478,FL,12,103,24805,12103024805,3.012903226,0.585296217,0.736259814,0.004282655,0,0.235546039,0.904600812,0,0,0.052097429,0.0135318,0.029769959,0.111423221,0.059925094,0.010299625,0.18164794,0.356181665,0.527480371,1.589247312,0.23013245,12103024805,20,2,10,7,35,4,20,0,10
6236,6236,2981,3255,50.4,2336,6236,5862,18,13,59,5261,268,4993,549,566,878,777,548,581,244,850,31097,2892,2566,21,0,0,0,291,5162,70,13,119,28,158,123,314,124,137,59,85,57,295,102,192,127,4685,1370,393,109,76329,38971,5244,2974,2270,2621,2336,285,1500,2171,284200,2892,FL,12,103,25122,12103025122,2.669520548,0.478030789,0.940025657,0.002886466,0.00208467,0.009461193,0.887275242,0.007261411,0,0,0,0.100622407,0.292422625,0.083884739,0.023265742,0.399573106,0.432875667,0.46375882,1.238013699,0.108737123,12103025122,15,1,6.6667,6,40,4,26.6667,0,0
1909,1909,901,1008,47.9,672,1909,1730,21,19,25,1641,171,1470,201,165,197,187,216,193,20,291,32406,935,819,0,0,0,23,87,1573,37,7,14,5,76,13,27,62,47,20,24,5,68,77,57,34,1403,350,146,36,79615,38200,1625,981,644,758,672,86,1493,616,286300,935,FL,12,103,25123,12103025123,2.84077381,0.471974856,0.90623363,0.011000524,0.009952855,0.013095862,0.875935829,0,0,0,0.02459893,0.093048128,0.249465431,0.104062723,0.025659301,0.379187455,0.396307692,0.489785228,1.391369048,0.113456464,12103025123,17,2,11.7647,6,35.2941,6,35.2941,0,5.8824
4755,4755,2283,2472,39.7,1971,4755,4154,244,0,0,3804,386,3418,309,256,626,714,645,580,57,231,31304,2176,1930,16,0,0,0,150,3629,12,0,8,29,136,28,64,38,102,0,10,42,61,13,74,28,3432,467,151,12,51335,26032,3757,2285,1472,2446,1971,475,1118,964,165500,2176,FL,12,103,25209,12103025209,2.412480974,0.480126183,0.87360673,0.051314406,0,0,0.886948529,0.007352941,0,0,0,0.068933824,0.136072261,0.043997669,0.003496503,0.183566434,0.39180197,0.457623554,1.104008118,0.194194603,12103025209,20,3,15,2,10,8,40,0,10
4552,4552,2019,2533,40.6,1586,4552,2827,1265,32,66,3690,289,3401,583,465,596,555,626,271,50,255,25492,2074,1972,7,0,10,0,56,3641,72,16,32,11,79,0,20,19,27,25,15,43,87,38,10,0,3370,342,99,0,49512,25735,3675,2325,1350,1830,1586,244,1071,1066,186000,2074,FL,12,103,25307,12103025307,2.870113493,0.443541301,0.621045694,0.277899824,0.007029877,0.014499121,0.950819672,0.003375121,0,0.004821601,0,0.027000964,0.10148368,0.029376855,0,0.130860534,0.367346939,0.455623902,1.307692308,0.133333333,12103025307,16,1,6.25,5,31.25,5,31.25,0,12.5
5056,5056,2786,2270,39.1,2164,5056,4139,390,0,460,4248,502,3746,399,255,581,692,828,473,54,464,34282,2728,2199,48,0,15,86,292,4212,130,0,0,45,130,34,92,68,44,102,34,27,136,70,71,59,3774,637,244,94,50049,30354,4229,2931,1298,2378,2164,214,1049,1414,213700,2728,FL,12,103,25412,12103025412,2.336414048,0.551028481,0.818631329,0.077136076,0,0.090981013,0.806085044,0.017595308,0,0.005498534,0.031524927,0.107038123,0.168786433,0.064652888,0.02490726,0.258346582,0.306928352,0.539556962,1.260628466,0.08999159,12103025412,15,1,6.6667,4,26.6667,5,33.3333,0,0
3058,3058,1427,1631,53.9,1509,3058,2627,119,65,102,2708,235,2473,404,327,477,376,276,241,129,243,25902,1294,1079,19,0,0,59,137,2651,46,0,17,21,30,56,86,22,72,6,38,18,140,23,49,28,2566,478,132,10,43542,29793,2696,1311,1385,2008,1509,499,780,1223,84000,1294,FL,12,103,25413,12103025413,2.026507621,0.466644866,0.859058208,0.038914323,0.021255723,0.033355134,0.833848532,0.014683153,0,0,0.045595054,0.105873261,0.186282151,0.051441933,0.003897116,0.2416212,0.513724036,0.423152387,0.857521537,0.248505976,12103025413,20,3,15,7,35,7,35,0,15
2774,2774,1297,1477,64.9,1355,2774,2511,24,0,0,2523,241,2282,267,272,644,395,355,210,71,68,24480,797,717,0,0,0,0,38,2510,7,0,14,0,9,33,86,84,22,0,15,0,56,0,62,67,2455,271,118,15,44792,24621,2510,837,1673,1981,1355,626,1285,1193,66300,797,FL,12,103,25417,12103025417,2.047232472,0.467555876,0.90519106,0.008651766,0,0,0.899623588,0,0,0,0,0.047678795,0.110386965,0.048065173,0.00610998,0.164562118,0.666533865,0.287310743,0.588191882,0.316002019,12103025417,14,0,0,5,35.7143,5,35.7143,0,0
2771,2771,1232,1539,35.8,1102,2771,1734,695,21,90,2092,309,1783,271,443,367,286,147,72,22,175,20389,1155,954,10,0,0,56,60,2030,17,14,8,12,69,0,18,0,31,27,35,0,0,7,15,10,1918,193,41,29,27184,19018,2047,1307,740,1247,1102,145,1069,235,75800,1155,FL,12,103,25505,12103025505,2.514519056,0.444604836,0.625766871,0.250811981,0.007578492,0.032479249,0.825974026,0.008658009,0,0,0.048484848,0.051948052,0.100625652,0.021376434,0.015119917,0.137122002,0.361504641,0.416817034,1.048094374,0.11627907,12103025505,26,1,3.8462,7,26.9231,13,50,0,0
2347,2347,1303,1044,48.3,827,2347,1704,569,6,37,1993,205,1788,349,256,258,253,277,105,49,241,26462,1267,780,274,6,5,24,115,1955,46,0,14,0,112,39,50,29,61,4,27,7,80,53,37,18,1803,427,86,19,46359,37999,1968,1384,584,1092,827,265,981,435,232000,1267,FL,12,103,26101,12103026101,2.837968561,0.555176821,0.726033234,0.242437154,0.002556455,0.015764806,0.615627466,0.216258879,0.004735596,0.00394633,0.018942384,0.090765588,0.23682751,0.047698281,0.010537992,0.295063783,0.296747967,0.539838091,1.532043531,0.242673993,12103026101,8,1,12.5,1,12.5,4,50,0,0
4591,4591,2097,2494,61,2189,4591,3998,141,0,69,4217,330,3887,825,431,773,893,307,345,109,204,23845,1466,1302,0,0,38,0,96,4198,0,0,74,0,27,98,152,75,17,0,80,0,52,26,151,136,4068,553,103,46,38361,24632,4206,1746,2460,2934,2189,745,982,1516,87000,1466,FL,12,103,26912,12103026912,2.097304705,0.456763232,0.870834241,0.030712263,0,0.015029405,0.888130969,0,0,0.025920873,0,0.065484311,0.135939036,0.025319567,0.011307768,0.172566372,0.584878745,0.319320409,0.669712197,0.253919564,12103026912,18,0,0,6,33.3333,6,33.3333,0,0
4980,4980,2213,2767,57.9,2226,4980,4894,17,0,18,4544,868,3676,384,469,652,613,484,398,137,539,30677,1772,1554,0,0,16,19,183,4383,16,20,0,64,151,95,201,174,133,0,28,0,255,40,67,66,3991,851,400,20,47059,33670,4454,1892,2562,2714,2226,488,1151,1708,186500,1772,FL,12,103,27210,12103027210,2.237196765,0.44437751,0.982730924,0.003413655,0,0.003614458,0.876975169,0,0,0.009029345,0.010722348,0.103273138,0.213229767,0.100225507,0.005011275,0.31846655,0.575213291,0.355823293,0.796046721,0.179808401,12103027210,9,1,11.1111,4,44.4444,4,44.4444,0,11.1111
1562,1562,750,812,50,505,1562,1490,6,0,7,1288,176,1112,146,106,115,156,127,95,58,309,39444,742,650,0,0,0,0,74,1220,32,0,0,20,106,36,56,26,0,17,34,0,70,41,63,7,1131,361,98,12,106473,39520,1271,784,487,548,505,43,2389,443,345500,742,FL,12,103,27321,12103027321,3.093069307,0.480153649,0.95390525,0.003841229,0,0.004481434,0.876010782,0,0,0,0,0.099730458,0.319186561,0.086648983,0.01061008,0.416445623,0.383162864,0.47503201,1.469306931,0.078467153,12103027321,6,0,0,1,16.6667,2,33.3333,16.6667,0
3318,3318,1517,1801,48.3,1719,3318,2812,223,5,227,2885,282,2603,380,249,411,336,390,307,141,389,31852,1490,1356,11,0,15,9,78,2787,54,0,76,21,174,16,94,64,47,33,42,12,129,35,65,56,2635,681,197,13,50440,35319,2873,1622,1251,2183,1719,464,1151,1078,144800,1490,FL,12,103,27326,12103027326,1.930191972,0.457203134,0.847498493,0.067209162,0.001506932,0.068414708,0.910067114,0.00738255,0,0.010067114,0.006040268,0.052348993,0.258444023,0.074762808,0.004933586,0.338140417,0.435433345,0.449065702,0.866783013,0.212551535,12103027326,13,0,0,3,23.0769,10,76.9231,0,0
4686,4686,2045,2641,41.5,1771,4686,4017,217,0,148,3949,436,3513,519,437,620,569,322,343,196,507,26397,2388,2174,0,0,0,46,152,3664,22,0,17,24,177,100,50,43,12,44,104,43,235,82,70,13,3081,687,295,37,58281,30350,3896,2560,1336,1994,1771,223,1065,1238,272200,2388,FL,12,103,27327,12103027327,2.645962733,0.436406317,0.857234315,0.046308152,0,0.03158344,0.91038526,0,0,0,0.019262982,0.063651591,0.222979552,0.095748134,0.012009088,0.330736774,0.342915811,0.509603073,1.34839074,0.111835507,12103027327,5,0,0,2,40,3,60,0,60
1002,1002,503,499,63,551,1002,971,20,0,11,964,67,897,74,84,127,79,100,96,54,283,42418,459,329,5,0,0,0,125,944,4,0,13,13,63,49,87,57,25,0,13,0,65,29,65,22,944,335,93,14,85114,87539,953,468,485,1973,551,1422,1938,497,445000,459,FL,12,103,27703,12103027703,1.818511797,0.501996008,0.969061876,0.01996008,0,0.010978044,0.716775599,0.010893246,0,0,0,0.272331155,0.354872881,0.098516949,0.014830508,0.468220339,0.508919203,0.458083832,0.833030853,0.720729853,12103027703,2,1,50,0,0,1,50,0,0
1588,1588,848,740,62.5,822,1588,1577,0,0,0,1493,118,1375,94,164,175,229,203,141,68,301,36181,634,534,5,0,11,14,23,1479,21,0,25,7,119,47,76,75,25,6,2,7,66,83,42,55,1453,376,204,14,66923,57255,1493,700,793,1808,822,986,1113,540,393900,634,FL,12,103,27801,12103027801,1.931873479,0.534005038,0.993073048,0,0,0,0.842271293,0.007886435,0,0.017350158,0.022082019,0.036277603,0.258774948,0.140399174,0.009635237,0.40880936,0.531145345,0.399244332,0.771289538,0.545353982,12103027801,10,0,0,3,30,4,40,0,0
1677,1677,714,963,67.1,996,1677,1599,19,0,35,1634,104,1530,194,209,325,254,199,89,88,172,26402,538,479,0,0,0,10,49,1624,0,1,9,15,36,41,108,44,12,22,22,21,33,0,72,42,1549,292,124,20,35926,34369,1624,602,1022,1309,996,313,861,458,179700,538,FL,12,103,28103,12103028103,1.68373494,0.425760286,0.953488372,0.011329756,0,0.020870602,0.890334572,0,0,0,0.018587361,0.091078067,0.188508715,0.080051646,0.012911556,0.281471917,0.629310345,0.320810972,0.540160643,0.239113827,12103028103,20,2,10,9,45,6,30,10,5
3438,3438,1422,2016,68.2,2009,3438,3284,103,0,0,3276,233,3043,373,395,656,500,395,191,73,460,26583,943,763,14,0,39,69,58,3241,0,0,0,0,57,32,275,87,0,0,14,13,66,159,178,116,3191,590,348,17,38579,37413,3274,1066,2208,2824,2009,815,1524,1264,195000,943,FL,12,103,28104,12103028104,1.711299154,0.413612565,0.955206515,0.029959279,0,0,0.80911983,0.014846235,0,0.04135737,0.073170732,0.061505832,0.184895017,0.109056722,0.005327484,0.299279223,0.674404398,0.274287376,0.469387755,0.288597734,12103028104,8,0,0,2,25,3,37.5,0,0
2243,2243,904,1339,35.1,837,2243,90,2134,0,9,1561,328,1233,410,117,259,246,83,38,67,13,17260,747,590,82,0,0,9,14,1458,0,0,0,0,9,9,0,0,0,0,0,10,78,0,9,11,1276,96,30,0,23080,14140,1527,888,639,1314,837,477,877,270,87600,747,FL,12,103,28700,12103028700,2.679808841,0.403031654,0.040124833,0.951404369,0,0.004012483,0.789825971,0.109772423,0,0,0.012048193,0.018741633,0.07523511,0.023510972,0,0.098746082,0.418467583,0.333036112,0.892473118,0.363013699,12103028700,11,1,9.0909,2,18.1818,7,63.6364,9.0909,0
4149,4149,2097,2052,43,1579,4149,3926,41,0,98,3473,382,3091,473,374,327,348,472,384,123,590,35683,2065,1947,0,0,0,0,108,3312,103,51,64,25,133,74,99,197,125,25,92,36,130,159,37,60,3089,783,317,97,64464,43084,3396,2182,1214,2021,1579,442,996,1108,260700,2065,FL,12,105,10502,12105010502,2.627612413,0.505422993,0.946252109,0.009881899,0,0.023620149,0.942857143,0,0,0,0,0.052300242,0.253480091,0.102622208,0.031401748,0.387504047,0.357479388,0.497710292,1.30778974,0.218703612,12105010502,14,1,7.1429,6,42.8571,4,28.5714,7.1429,0
3989,3989,1940,2049,45.6,1415,3989,3626,214,0,75,3349,412,2937,263,331,300,399,620,301,176,547,39793,1762,1654,2,0,0,0,83,3125,9,0,31,39,96,58,128,109,0,8,102,52,117,75,146,41,2976,629,267,34,81394,41918,3275,1900,1375,1480,1415,65,1253,1240,204100,1762,FL,12,105,10603,12105010603,2.819081272,0.486337428,0.908999749,0.053647531,0,0.018801705,0.938706016,0.001135074,0,0,0,0.047105562,0.211357527,0.089717742,0.011424731,0.3125,0.419847328,0.441714715,1.245229682,0.043918919,12105010603,9,0,0,3,33.3333,2,22.2222,0,0
3565,3565,1703,1862,34.3,1387,3565,2983,310,0,0,3031,370,2661,260,181,513,392,572,380,49,314,33616,1885,1775,0,0,0,16,51,2796,67,15,61,0,66,17,28,37,53,48,52,22,81,65,54,31,2493,462,157,14,58841,39895,2936,1970,966,1532,1387,145,1095,707,144200,1885,FL,12,105,10604,12105010604,2.570295602,0.47769986,0.836746143,0.086956522,0,0,0.941644562,0,0,0,0.008488064,0.027055703,0.185318893,0.062976334,0.005615724,0.253910951,0.329019074,0.528751753,1.359048306,0.09464752,12105010604,8,1,12.5,1,12.5,3,37.5,0,12.5
1469,1469,665,804,31.9,556,1469,397,821,0,251,1130,295,835,230,148,147,70,195,26,7,12,18255,491,448,0,0,0,22,21,1091,0,0,13,0,56,0,0,0,0,0,0,0,4,0,8,3,877,81,3,0,19327,15428,1127,604,523,622,556,66,805,141,97300,491,FL,12,105,11204,12105011204,2.642086331,0.452688904,0.270251872,0.558883594,0,0.170864534,0.912423625,0,0,0,0.044806517,0.042769857,0.092360319,0.003420753,0,0.095781072,0.464063886,0.33424098,0.883093525,0.106109325,12105011204,11,0,0,4,36.3636,5,45.4545,0,0
6189,6189,3080,3109,44.3,2314,6189,5326,211,24,260,5331,685,4646,603,458,535,546,813,679,74,938,39655,3135,2906,18,0,0,46,140,5130,72,14,172,88,118,106,52,72,159,44,161,40,239,88,30,74,4641,1003,383,58,83923,38911,5331,3337,1994,2993,2314,679,1113,1780,196700,3135,FL,12,105,11834,12105011834,2.674589455,0.497657134,0.860559056,0.034092745,0.003877848,0.042010018,0.926953748,0.005741627,0,0,0.014673046,0.044657097,0.216117216,0.082525318,0.012497307,0.311139841,0.374038642,0.506543868,1.354796889,0.22686268,12105011834,8,2,25,2,25,3,37.5,0,0
2233,2233,1126,1107,47.7,846,2233,1796,354,0,3,1853,254,1599,182,209,500,257,195,126,46,84,22735,804,742,3,0,0,38,5,1698,6,0,3,0,20,39,29,20,3,18,46,0,26,14,12,14,1536,145,80,14,45074,23473,1774,896,878,1082,846,236,733,572,87000,804,FL,12,105,15701,12105015701,2.639479905,0.504254366,0.804299149,0.158531124,0,0.001343484,0.922885572,0.003731343,0,0,0.047263682,0.006218905,0.094401042,0.052083333,0.009114583,0.155598958,0.494926719,0.360053739,0.95035461,0.218114603,12105015701,3,1,33.3333,0,0,1,33.3333,0,0
6030,6030,2993,3037,35.9,2079,6030,5208,316,14,184,4928,744,4184,822,448,678,492,614,415,167,548,30913,2693,2570,0,0,0,0,93,4580,0,21,107,111,103,34,60,50,112,33,25,45,94,113,42,12,3696,543,370,14,63278,26033,4873,2861,2012,2521,2079,442,1123,1598,154600,2693,FL,12,113,10708,12113010708,2.9004329,0.496351575,0.863681592,0.052404643,0.002321725,0.030514096,0.95432603,0,0,0,0,0.034533977,0.146915584,0.100108225,0.003787879,0.250811688,0.412887338,0.446600332,1.295334295,0.175327251,12113010708,8,1,12.5,1,12.5,3,37.5,0,0
5059,5059,2393,2666,41.3,1905,5059,4647,0,30,129,4016,383,3633,586,318,446,298,496,343,155,991,41250,2284,1982,0,0,0,0,239,3755,80,29,58,55,200,272,112,158,74,27,180,34,268,166,77,81,3478,1049,489,97,93224,45958,3925,2408,1517,2062,1905,157,1346,1612,299400,2284,FL,12,113,10812,12113010812,2.655643045,0.473018383,0.91856098,0,0.005930026,0.02549911,0.867775832,0,0,0,0,0.104640981,0.301610121,0.140598045,0.027889592,0.470097757,0.386496815,0.451472623,1.198950131,0.07613967,12113010812,3,0,0,0,0,2,66.6667,0,0
4036,4036,1808,2228,40.3,1710,4036,3579,210,39,159,3499,261,3238,600,331,624,564,530,330,29,230,25874,2386,2298,0,0,15,35,23,3365,89,15,81,9,128,49,40,10,95,59,34,11,155,42,43,93,2923,665,219,26,44839,27836,3477,2464,1013,2177,1710,467,1198,808,130200,2386,FL,12,115,407,12115000407,2.360233918,0.447968285,0.886769078,0.052031715,0.009663033,0.039395441,0.963118189,0,0,0.006286672,0.014668902,0.009639564,0.227505987,0.074923024,0.008894971,0.311323982,0.291343112,0.591179386,1.395321637,0.214515388,12115000407,11,3,27.2727,4,36.3636,3,27.2727,9.0909,9.0909
3144,3144,1724,1420,54.6,1519,3144,3030,0,0,41,2847,332,2515,264,208,360,278,508,356,159,382,38558,1280,1154,0,0,0,9,106,2701,94,0,45,0,150,42,145,128,7,9,47,6,120,175,118,43,2493,726,275,75,64125,40665,2808,1390,1418,1767,1519,248,1282,974,334800,1280,FL,12,115,2008,12115002008,2.069782752,0.548346056,0.963740458,0,0,0.013040712,0.9015625,0,0,0,0.00703125,0.0828125,0.291215403,0.110308865,0.030084236,0.431608504,0.504985755,0.407124682,0.842659645,0.140350877,12115002008,5,0,0,1,20,4,80,0,0
2443,2443,1058,1385,74.8,1487,2443,2419,0,0,24,2443,207,2236,308,251,443,484,402,187,56,105,26859,116,101,0,0,0,0,15,2443,0,0,0,0,0,0,85,124,0,0,0,0,29,7,106,92,2443,220,187,11,40281,32849,2443,175,2268,2164,1487,677,586,1361,125200,116,FL,12,115,2724,12115002724,1.642905178,0.433074089,0.990176013,0,0,0.009823987,0.870689655,0,0,0,0,0.129310345,0.090053213,0.076545231,0.004502661,0.171101105,0.928366762,0.047482603,0.078009415,0.31284658,12115002724,1,0,0,0,0,0,0,0,100
3404,3404,1655,1749,38.1,1178,3404,1214,1783,45,78,2691,375,2316,414,229,504,306,307,221,53,282,25204,1547,1413,14,0,20,0,91,2547,27,0,51,22,33,0,10,11,33,79,45,48,53,0,19,0,2328,271,158,2,54674,24510,2611,1651,960,1391,1178,213,985,944,169900,1547,FL,12,117,21100,12117021100,2.889643463,0.486192714,0.356639248,0.523795535,0.013219741,0.022914219,0.913380737,0.009049774,0,0.012928248,0,0.058823529,0.116408935,0.067869416,0.000859107,0.185137457,0.36767522,0.454465335,1.313242784,0.153127247,12117021100,3,1,33.3333,0,0,1,33.3333,0,0
8699,8699,4570,4129,48.4,3591,8699,7721,78,19,377,7404,917,6487,720,588,865,693,824,968,319,1510,39636,4103,3481,19,0,0,12,565,7145,139,65,133,70,492,276,308,140,282,71,236,79,629,137,210,158,6568,2429,764,145,72997,46314,7309,4211,3098,3746,3591,155,1189,3075,278100,4103,FL,12,117,21306,12117021306,2.422445001,0.525347741,0.887573284,0.008966548,0.002184159,0.043338315,0.848403607,0.004630758,0,0,0.002924689,0.137704119,0.369823386,0.116321559,0.022076736,0.508221681,0.423860993,0.47166341,1.142578669,0.041377469,12117021306,5,0,0,0,0,5,100,0,0
6843,6843,3074,3769,42.1,2907,6843,5365,878,75,57,5829,1081,4748,880,420,1129,874,631,183,179,452,24587,3105,2809,135,0,12,31,118,5580,60,0,0,18,104,9,81,29,112,10,84,47,181,64,101,15,5150,723,156,9,34743,23928,5775,3284,2491,3337,2907,430,1136,1789,105000,3105,FL,12,117,22101,12117022101,2.353973168,0.449218179,0.78401286,0.128306298,0.010960105,0.00832968,0.904669887,0.043478261,0,0.003864734,0.009983897,0.038003221,0.14038835,0.030291262,0.001747573,0.172427184,0.431341991,0.453748356,1.068111455,0.128858256,12117022101,21,3,14.2857,8,38.0952,5,23.8095,4.7619,19.0476
