pop_total,sex_total,sex_male,sex_female,age_median,households,race_total,race_white,race_black,race_native,race_asian,inc_total_pop,inc_no_pop,inc_with_pop,inc_pop_10k,inc_pop_1k_15k,inc_pop_15k_25k,inc_pop_25k_35k,inc_pop_35k_50k,inc_pop_50k_65k,inc_pop_65k_75k,inc_pop_75k,inc_median_ind,travel_total_to_work,travel_driving_to_work,travel_pt_to_work,travel_taxi_to_work,travel_cycle_to_work,travel_walk_to_work,travel_work_from_home,edu_total_pop,bachelor_male_25_34,master_phd_male_25_34,bachelor_male_35_44,master_phd_male_35_44,bachelor_male_45_64,master_phd_male_45_64,bachelor_male_65_over,master_phd_male_65_over,bachelor_female_25_34,master_phd_female_25_34,bachelor_female_35_44,master_phd_female_35_44,bachelor_female_45_64,master_phd_female_45_64,bachelor_female_65_over,master_phd_female_65_over,edu_total,edu_bachelor,edu_master,edu_phd,inc_median_household,inc_per_capita,employment_total_labor,employment_employed,employment_unemployed,housing_units_total,housing_units_occupied,housing_units_vacant,rent_median,property_value_total,property_value_median,vehicle_total_imputed,state,state_fips,county_fips,tract_fips,full_ct_fips,household_size_avg,sex_male_ratio,race_white_ratio,race_black_ratio,race_native_ratio,race_asian_ratio,travel_driving_ratio,travel_pt_ratio,travel_taxi_ratio,travel_cycle_ratio,travel_walk_ratio,travel_work_home_ratio,edu_bachelor_ratio,edu_master_ratio,edu_phd_ratio,edu_higher_edu_ratio,employment_unemployed_ratio,vehicle_per_capita,vehicle_per_household,vacancy_ratio,FIPS,car_sum,pickup,pickup_p,suv,suv_p,sedan,sedan_p,japan_p,us_p
4349,4349,2190,2159,33,1751,4349,2700,762,0,685,3531,601,2930,331,80,216,260,436,594,82,931,52351,2376,1907,11,0,16,146,227,3302,226,121,76,100,278,173,55,34,103,43,156,127,143,160,33,11,2985,1070,601,50,97679,47715,3438,2574,864,1869,1751,118,1302,716,236500,2376,FL,12,57,11013,12057011013,2.483723587,0.503564038,0.620832375,0.175212693,0,0.157507473,0.802609428,0.00462963,0,0.006734007,0.061447811,0.095538721,0.358458961,0.201340034,0.016750419,0.576549414,0.251308901,0.54633249,1.356938892,0.063135367,12057011013,5,0,0,2,40,2,40,20,0
5094,5094,2405,2689,37.3,1920,5094,4597,106,0,257,3925,518,3407,378,133,308,409,423,334,127,1295,52386,2612,2074,0,0,11,6,496,3695,69,112,173,74,212,218,68,102,106,93,179,163,275,208,98,42,3446,1180,712,136,121000,57664,3826,2716,1110,2134,1920,214,1745,1149,509600,2612,FL,12,57,11520,12057011520,2.653125,0.472124068,0.902434236,0.020808795,0,0.050451512,0.794027565,0,0,0.004211332,0.00229709,0.189892802,0.342426001,0.206616367,0.039466048,0.588508416,0.29012023,0.51276011,1.360416667,0.100281162,12057011520,4,1,25,2,50,1,25,0,25
6905,6905,3422,3483,33.8,2209,6905,4885,917,0,338,5260,748,4512,1044,506,813,612,993,385,44,115,24068,3226,2890,146,0,33,30,107,4963,56,38,42,10,76,18,23,0,106,48,36,0,124,13,11,0,4497,474,99,10,46073,18041,5217,3592,1625,2508,2209,299,1214,1440,122700,3226,FL,12,57,11614,12057011614,3.1258488,0.495582911,0.707458364,0.132802317,0,0.048950036,0.895846249,0.045257285,0,0.010229386,0.009299442,0.03316801,0.105403602,0.022014676,0.002223705,0.129641984,0.311481694,0.467197683,1.460389316,0.119218501,12057011614,32,1,3.125,4,12.5,22,68.75,3.125,9.375
4562,4562,2129,2433,33,2290,4562,3577,624,0,167,4083,287,3796,325,233,488,386,700,458,207,999,44405,3180,2826,0,0,0,29,245,3998,433,56,13,65,321,124,0,85,348,170,32,144,142,192,21,110,3708,1310,580,115,69718,55378,4083,3306,777,2465,2290,175,1444,614,538800,3180,FL,12,57,11708,12057011708,1.992139738,0.46668128,0.784085927,0.136782113,0,0.036606751,0.888679245,0,0,0,0.009119497,0.077044025,0.353290183,0.156418554,0.031014024,0.540722762,0.190301249,0.697062692,1.388646288,0.070993915,12057011708,12,2,16.6667,8,66.6667,2,16.6667,0,0
3880,3880,1756,2124,29.1,1636,3880,2112,1440,0,110,2968,532,2436,289,224,645,400,445,143,58,232,25987,1959,1662,6,0,0,63,228,2743,76,47,51,23,62,28,7,0,73,119,94,49,65,48,16,0,2262,444,263,0,41250,22068,2910,2026,884,1899,1636,263,1069,360,216100,1959,FL,12,57,12212,12057012212,2.371638142,0.45257732,0.544329897,0.371134021,0,0.028350515,0.848392037,0.003062787,0,0,0.032159265,0.116385911,0.196286472,0.116268789,0,0.312555261,0.303780069,0.504896907,1.197432763,0.138493944,12057012212,8,0,0,2,25,3,37.5,0,0
2701,2701,1462,1239,32.6,815,2701,1761,381,4,55,1914,303,1611,287,261,353,236,203,161,41,69,22375,1180,1098,19,12,16,5,25,1822,4,0,11,23,28,4,0,6,18,3,28,0,14,0,0,8,1682,103,21,0,46250,17454,1901,1313,588,962,815,147,916,417,98400,1180,FL,12,57,13801,12057013801,3.314110429,0.541281007,0.651980748,0.141058867,0.001480933,0.020362829,0.930508475,0.016101695,0.010169492,0.013559322,0.004237288,0.021186441,0.061236623,0.012485137,0,0.07372176,0.309310889,0.436875231,1.447852761,0.152806653,12057013801,4,0,0,2,50,0,0,0,0
1592,1592,804,788,64.2,848,1592,1533,4,0,0,1514,137,1377,265,175,309,233,156,44,56,139,21600,505,468,0,0,0,26,11,1514,12,0,0,6,36,19,7,22,5,0,5,0,56,0,59,20,1464,180,36,21,33036,28080,1514,576,938,1275,848,427,737,655,32200,505,FL,12,57,14104,12057014104,1.877358491,0.505025126,0.962939698,0.002512563,0,0,0.926732673,0,0,0,0.051485149,0.021782178,0.12295082,0.024590164,0.014344262,0.161885246,0.619550859,0.317211055,0.595518868,0.334901961,12057014104,1,0,0,0,0,1,100,0,0
5610,5610,3038,2572,41.4,1929,5610,4710,328,18,176,4505,527,3978,457,282,607,461,593,481,165,932,39394,2942,2538,2,0,0,1,329,4326,58,54,108,58,165,160,104,64,50,59,82,85,307,88,47,20,3961,921,377,83,103598,41930,4436,3127,1309,2249,1929,320,1757,1517,225800,2942,FL,12,57,14121,12057014121,2.908242613,0.541532977,0.839572193,0.058467023,0.003208556,0.031372549,0.86267845,0.00067981,0,0,0.000339905,0.111828688,0.232517041,0.095177985,0.020954304,0.348649331,0.295085663,0.524420677,1.525142561,0.14228546,12057014121,4,1,25,2,50,1,25,0,0
3585,3585,2393,1192,42.9,1000,3585,2163,1217,22,6,3228,1404,1824,382,174,467,302,209,108,76,106,23059,898,857,0,0,0,2,39,3123,6,0,41,0,28,6,9,10,0,0,13,0,38,37,37,4,2845,172,20,12,43529,16120,3196,961,2235,1225,1000,225,698,705,102200,898,FL,12,63,210100,12063210100,3.585,0.667503487,0.60334728,0.339470014,0.006136681,0.00167364,0.954342984,0,0,0,0.002227171,0.043429844,0.060456942,0.007029877,0.004217926,0.071704745,0.69931164,0.250488145,0.898,0.183673469,12063210100,1,1,100,0,0,0,0,0,0
4515,4515,2131,2384,41.3,1752,4515,3568,918,11,7,3817,373,3444,657,391,627,421,522,304,191,331,27026,2162,2079,0,0,0,43,40,3586,24,11,8,18,105,48,82,105,30,13,29,44,148,23,58,55,3063,484,242,24,54392,28619,3728,2336,1392,1966,1752,214,765,1217,172300,2162,FL,12,63,210700,12063210700,2.577054795,0.471982281,0.790254707,0.203322259,0.002436323,0.001550388,0.961609621,0,0,0,0.019888992,0.018501388,0.158015018,0.079007509,0.007835455,0.244857982,0.373390558,0.478848283,1.234018265,0.108850458,12063210700,1,1,100,0,0,0,0,0,0
2886,2886,1423,1463,32.5,838,2886,2636,179,0,6,2217,432,1785,250,194,477,207,361,164,31,101,24340,1286,1097,0,0,18,0,38,2092,0,6,32,11,37,15,5,14,6,14,10,13,31,8,5,0,1886,126,47,0,49219,20710,2152,1434,718,956,838,118,1105,496,144900,1286,FL,12,71,401,12071000401,3.443914081,0.493069993,0.913374913,0.062023562,0,0.002079002,0.853032659,0,0,0.01399689,0,0.029548989,0.066808059,0.024920467,0,0.091728526,0.333643123,0.445599446,1.534606205,0.123430962,12071000401,8,0,0,2,25,3,37.5,0,0
2372,2372,1010,1362,64.4,1038,2372,2106,138,0,38,2122,263,1859,228,257,282,332,419,153,55,133,27244,807,729,0,0,30,20,0,2063,0,0,0,0,7,5,72,74,0,0,0,0,37,5,52,78,2040,168,108,40,47500,26812,2114,905,1209,1489,1038,451,915,908,99500,807,FL,12,71,402,12071000402,2.285163776,0.425801012,0.887858347,0.058178752,0,0.016020236,0.903345725,0,0,0.037174721,0.024783147,0,0.082352941,0.052941176,0.019607843,0.154901961,0.571901608,0.340219224,0.777456647,0.302887844,12071000402,5,1,20,0,0,4,80,0,0
4559,4559,2023,2536,29,1311,4559,462,3590,0,0,2800,485,2315,614,446,561,218,394,59,6,17,16283,1301,1155,4,47,0,37,58,2680,42,0,20,0,0,0,8,0,0,0,0,54,98,32,17,21,2477,185,107,0,24367,10557,2768,1588,1180,1593,1311,282,616,398,81200,1301,FL,12,71,502,12071000502,3.477498093,0.443737662,0.101338013,0.787453389,0,0,0.887778632,0.003074558,0.036126057,0,0.028439662,0.044581091,0.074687122,0.043197416,0,0.117884538,0.426300578,0.285369599,0.992372235,0.177024482,12071000502,5,0,0,1,20,2,40,0,0
2886,2886,1664,1222,36.4,856,2886,2054,391,0,0,2291,449,1842,448,204,516,385,207,69,6,7,19433,1105,1041,5,0,0,12,22,2157,0,0,19,0,16,3,8,0,0,0,15,0,56,0,21,0,1938,135,3,0,29917,13891,2218,1142,1076,1172,856,316,684,409,60700,1105,FL,12,71,504,12071000504,3.371495327,0.576576577,0.711711712,0.135481635,0,0,0.942081448,0.004524887,0,0,0.010859729,0.019909502,0.069659443,0.001547988,0,0.07120743,0.485121731,0.382882883,1.29088785,0.269624573,12071000504,8,1,12.5,2,25,3,37.5,0,0
3158,3158,1511,1647,47.6,1155,3158,2895,126,0,24,2752,265,2487,376,433,657,375,306,113,26,201,23062,1182,1010,50,0,69,11,19,2655,4,0,25,11,18,22,155,47,25,0,0,17,109,22,88,32,2389,424,118,11,37574,22642,2710,1223,1487,1552,1155,397,960,647,141000,1182,FL,12,71,1300,12071001300,2.734199134,0.478467384,0.916719443,0.03989867,0,0.007599747,0.854483926,0.042301184,0,0.058375635,0.009306261,0.01607445,0.177480117,0.049393051,0.004604437,0.231477606,0.548708487,0.374287524,1.023376623,0.255798969,12071001300,12,1,8.3333,5,41.6667,1,8.3333,0,8.3333
2751,2751,1348,1403,62.5,1328,2751,2618,81,0,34,2475,153,2322,210,334,306,175,382,293,105,517,39116,1100,900,0,0,0,0,193,2405,0,0,49,18,110,64,84,155,12,0,21,13,127,55,146,59,2284,549,226,41,75423,44174,2456,1121,1335,1572,1328,244,1014,1201,219000,1100,FL,12,71,1501,12071001501,2.071536145,0.490003635,0.951653944,0.029443839,0,0.012359142,0.818181818,0,0,0,0,0.175454545,0.240367776,0.098949212,0.017950963,0.357267951,0.543566775,0.399854598,0.828313253,0.155216285,12071001501,18,1,5.5556,5,27.7778,8,44.4444,0,11.1111
5281,5281,2436,2845,48,1800,5281,4715,251,12,39,4792,627,4165,721,486,605,838,602,382,175,356,28250,2899,2680,0,0,69,31,119,4612,68,4,41,61,94,66,29,69,135,36,68,72,154,88,77,106,4252,666,366,24,55345,29962,4725,3091,1634,2075,1800,275,1407,1244,172000,2899,FL,12,71,1601,12071001601,2.933888889,0.461276273,0.892823329,0.047528877,0.002272297,0.007384965,0.924456709,0,0,0.023801311,0.010693343,0.041048637,0.156632173,0.08607714,0.005644403,0.248353716,0.345820106,0.548949063,1.610555556,0.13253012,12071001601,13,0,0,5,38.4615,5,38.4615,0,15.3846
3034,3034,1457,1577,68.3,1616,3034,2870,14,0,78,2851,137,2714,192,294,586,562,402,167,109,402,30252,1033,810,0,0,0,59,118,2826,3,26,19,33,57,36,173,62,14,0,30,19,31,60,142,72,2773,469,231,18,49022,39081,2840,1072,1768,2135,1616,519,1579,1441,58100,1033,FL,12,71,1602,12071001602,1.877475248,0.480224127,0.945945946,0.00461437,0,0.025708635,0.784123911,0,0,0,0.057115198,0.114230397,0.169130905,0.083303282,0.006491165,0.258925352,0.622535211,0.340474621,0.639232673,0.243091335,12071001602,10,1,10,2,20,5,50,10,10
3462,3462,1693,1769,54.6,1579,3462,3309,17,0,46,3139,199,2940,527,253,564,287,570,385,96,258,28694,1542,1375,0,0,0,47,110,3072,38,0,86,0,84,39,102,127,51,17,8,44,86,90,39,134,2812,494,413,0,48179,30200,3108,1624,1484,2112,1579,533,1043,981,143000,1542,FL,12,71,1701,12071001701,2.192526916,0.489023686,0.955805893,0.004910456,0,0.013287117,0.891699092,0,0,0,0.030479896,0.071335927,0.175675676,0.146870555,0,0.32254623,0.477477477,0.445407279,0.976567448,0.252367424,12071001701,16,0,0,6,37.5,9,56.25,0,12.5
6325,6325,2629,3696,47.9,2024,6325,5527,319,0,103,5355,478,4877,839,631,987,497,894,476,75,478,24739,2907,2807,27,0,0,23,39,5215,0,0,94,0,51,54,35,74,43,57,61,28,197,41,92,66,4641,573,230,73,53917,27526,5343,3257,2086,2448,2024,424,1101,1314,211900,2907,FL,12,71,10306,12071010306,3.125,0.415652174,0.873833992,0.050434783,0,0.016284585,0.965600275,0.009287926,0,0,0.007911937,0.013415893,0.123464771,0.049558285,0.015729369,0.188752424,0.390417369,0.459604743,1.436264822,0.173202614,12071010306,13,2,15.3846,4,30.7692,6,46.1538,0,15.3846
3978,3978,2045,1933,53.3,1607,3978,3759,90,9,15,3534,330,3204,561,303,639,439,428,412,85,337,26231,1843,1693,0,0,0,34,73,3426,67,28,27,9,124,17,90,29,51,23,66,0,149,30,99,10,3201,673,138,8,57889,29326,3477,1888,1589,2243,1607,636,1094,1278,214300,1843,FL,12,71,10601,12071010601,2.475420037,0.514077426,0.94494721,0.022624434,0.002262443,0.003770739,0.91861096,0,0,0,0.018448182,0.039609333,0.210246798,0.043111528,0.002499219,0.255857545,0.457003164,0.46329814,1.146857498,0.283548819,12071010601,19,3,15.7895,10,52.6316,5,26.3158,0,10.5263
2542,2542,1148,1394,54.7,1242,2542,2418,43,0,41,2250,274,1976,373,194,290,450,278,165,87,139,26780,972,908,0,0,0,8,56,2186,10,0,1,1,17,15,71,62,23,14,18,25,72,20,83,20,2108,295,143,8,41438,26692,2224,1084,1140,1794,1242,552,1107,791,177400,972,FL,12,71,10602,12071010602,2.046698873,0.451612903,0.951219512,0.016915814,0,0.016129032,0.934156379,0,0,0,0.008230453,0.057613169,0.139943074,0.067836812,0.003795066,0.211574953,0.512589928,0.382376082,0.782608696,0.307692308,12071010602,26,2,7.6923,12,46.1538,7,26.9231,0,19.2308
2190,2190,1230,960,55.1,1048,2190,1960,135,0,44,1875,153,1722,167,253,330,104,259,208,48,353,35127,1061,908,0,0,0,17,128,1864,15,0,15,10,86,74,81,48,10,20,0,9,104,69,38,11,1807,349,151,4,49643,45906,1875,1110,765,1637,1048,589,977,745,350900,1061,FL,12,71,10801,12071010801,2.089694656,0.561643836,0.894977169,0.061643836,0,0.020091324,0.855796418,0,0,0,0.01602262,0.120640905,0.193137797,0.083563918,0.002213614,0.278915329,0.408,0.484474886,1.01240458,0.35980452,12071010801,7,0,0,4,57.1429,1,14.2857,0,28.5714
3424,3424,1612,1812,54,1534,3424,3221,60,0,69,2923,483,2440,312,240,531,379,441,163,93,281,29022,1365,1234,0,0,0,28,33,2853,0,0,9,21,123,24,108,62,101,7,0,11,132,56,93,49,2812,566,180,28,39655,28532,2923,1462,1461,2593,1534,1059,913,870,299300,1365,FL,12,71,10802,12071010802,2.232073012,0.470794393,0.940712617,0.017523364,0,0.020151869,0.904029304,0,0,0,0.020512821,0.024175824,0.201280228,0.06401138,0.009957326,0.275248933,0.499828943,0.398656542,0.889830508,0.40840725,12071010802,14,1,7.1429,6,42.8571,4,28.5714,0,21.4286
1947,1947,947,1000,58.2,787,1947,1784,79,31,26,1776,241,1535,247,117,199,240,147,169,68,348,32193,760,576,8,0,0,0,164,1742,5,0,4,4,59,25,48,73,21,3,16,18,90,61,71,20,1630,314,125,36,70461,52510,1776,842,934,1383,787,596,1438,638,401100,760,FL,12,71,10803,12071010803,2.473951715,0.486389317,0.916281459,0.040575244,0.015921931,0.013353878,0.757894737,0.010526316,0,0,0,0.215789474,0.192638037,0.076687117,0.02208589,0.291411043,0.525900901,0.390344119,0.965692503,0.430947216,12071010803,9,1,11.1111,3,33.3333,4,44.4444,0,22.2222
4344,4344,2361,1983,63.9,1669,4344,3313,845,155,0,3614,248,3366,541,431,572,667,712,206,84,153,27862,1387,1204,0,0,48,2,93,3566,0,0,0,0,0,11,140,124,0,0,21,38,61,48,82,64,3478,304,236,13,51696,23527,3596,1555,2041,2537,1669,868,811,1361,78200,1387,FL,12,71,20102,12071020102,2.602756141,0.543508287,0.762661142,0.194521179,0.0356814,0,0.868060562,0,0,0.034607066,0.001441961,0.06705119,0.087406555,0.067855089,0.00373778,0.158999425,0.567575083,0.319290976,0.831036549,0.342136382,12071020102,10,2,20,3,30,3,30,10,0
3396,3396,1594,1802,55.1,1221,3396,3078,15,0,96,2846,155,2691,314,295,419,324,525,251,171,392,34786,1374,1260,0,0,0,8,100,2777,14,0,43,35,119,14,89,76,17,43,46,37,145,134,71,75,2677,544,317,9,74583,37651,2823,1381,1442,1775,1221,554,2438,1121,228000,1374,FL,12,71,20400,12071020400,2.781326781,0.469375736,0.906360424,0.004416961,0,0.028268551,0.917030568,0,0,0,0.005822416,0.072780204,0.203212551,0.118416137,0.003361972,0.324990661,0.510804109,0.40459364,1.125307125,0.312112676,12071020400,6,1,16.6667,3,50,1,16.6667,0,16.6667
2691,2691,1187,1504,71.5,1623,2691,2621,70,0,0,2661,120,2541,388,461,622,503,306,155,8,98,19972,581,551,0,0,0,30,0,2656,0,0,0,0,57,0,87,49,0,0,0,0,35,53,92,57,2626,271,159,0,31868,25453,2661,630,2031,2149,1623,526,946,1447,46300,581,FL,12,71,20501,12071020501,1.658040665,0.441099963,0.973987365,0.026012635,0,0,0.948364888,0,0,0,0.051635112,0,0.103198781,0.060548363,0,0.163747144,0.7632469,0.215904868,0.357979051,0.244765007,12071020501,11,1,9.0909,3,27.2727,5,45.4545,0,9.0909
3824,3824,1823,2001,60.9,1859,3824,3786,18,0,0,3512,227,3285,352,423,837,673,417,213,136,234,25399,1398,1346,0,0,0,0,52,3475,0,0,8,0,27,25,82,57,82,0,5,0,40,17,70,66,3289,314,147,0,42226,27913,3495,1458,2037,2562,1859,703,800,1410,107400,1398,FL,12,71,20502,12071020502,2.057019903,0.476725941,0.990062762,0.004707113,0,0,0.962804006,0,0,0,0,0.037195994,0.095469748,0.044694436,0,0.140164184,0.582832618,0.365585774,0.752017214,0.274395004,12071020502,10,3,30,1,10,3,30,0,0
3276,3276,1730,1546,50.9,1548,3276,2945,149,17,123,2911,406,2505,324,160,640,561,258,222,46,294,26487,1434,1234,1,0,8,0,151,2796,0,0,16,11,60,30,50,63,33,0,33,6,109,17,58,20,2601,359,86,30,42414,28432,2902,1544,1358,2361,1548,813,833,940,129700,1434,FL,12,71,20600,12071020600,2.11627907,0.528083028,0.898962149,0.045482295,0.005189255,0.037545788,0.860529986,0.00069735,0,0.005578801,0,0.105299861,0.138023837,0.033064206,0.011534025,0.182622068,0.467953136,0.437728938,0.926356589,0.344345616,12071020600,9,0,0,3,33.3333,5,55.5556,0,11.1111
4056,4056,2087,1969,55.4,1608,4056,3807,171,0,0,3498,348,3150,488,232,675,524,421,246,70,494,28694,1630,1508,0,0,0,10,83,3362,66,0,41,9,99,67,101,121,8,0,7,49,130,103,96,26,3154,548,201,29,56477,36543,3475,1680,1795,2031,1608,423,1137,1238,262000,1630,FL,12,71,20700,12071020700,2.52238806,0.514546351,0.938609467,0.042159763,0,0,0.925153374,0,0,0,0.006134969,0.050920245,0.173747622,0.063728599,0.009194673,0.246670894,0.516546763,0.401873767,1.013681592,0.208271787,12071020700,3,0,0,0,0,3,100,0,0
3232,3232,1649,1583,53.2,1153,3232,2668,297,9,32,2906,183,2723,416,211,471,331,354,359,62,519,32130,1593,1484,29,0,0,0,72,2887,5,0,0,0,46,85,56,42,27,5,9,0,65,33,60,71,2574,268,128,27,92469,40506,2906,1665,1241,1413,1153,260,898,1017,315600,1593,FL,12,71,30300,12071030300,2.80312229,0.510210396,0.82549505,0.091893564,0.002784653,0.00990099,0.931575643,0.018204645,0,0,0,0.04519774,0.104118104,0.04972805,0.01048951,0.164335664,0.427047488,0.492883663,1.381613183,0.184005662,12071030300,2,1,50,0,0,1,50,0,0
3675,3675,1632,2043,33.1,1830,3675,2287,1003,0,190,3209,147,3062,309,212,333,577,762,449,155,265,35977,2442,2176,9,0,35,95,82,3195,118,83,82,52,102,40,21,46,212,200,67,108,93,108,43,46,2732,738,446,68,58294,33476,3209,2531,678,2025,1830,195,1078,840,143000,2442,FL,12,73,904,12073000904,2.008196721,0.444081633,0.622312925,0.27292517,0,0.05170068,0.891072891,0.003685504,0,0.014332514,0.038902539,0.033579034,0.270131772,0.163250366,0.02489019,0.458272328,0.211280773,0.664489796,1.33442623,0.096296296,12073000904,16,1,6.25,6,37.5,4,25,12.5,0
3074,3074,1484,1590,28.6,1496,3074,1694,1144,7,99,2740,219,2521,344,286,355,382,614,252,51,237,31978,2109,1860,107,0,0,59,54,2691,193,37,20,0,39,37,16,27,231,90,44,45,35,63,20,0,2031,598,255,18,54563,29826,2710,2209,501,1852,1496,356,1097,341,149900,2109,FL,12,73,905,12073000905,2.054812834,0.482758621,0.55107352,0.372153546,0.002277163,0.032205595,0.881934566,0.050734945,0,0,0.027975344,0.025604552,0.294436238,0.125553914,0.008862629,0.428852782,0.184870849,0.686076773,1.409759358,0.192224622,12073000905,19,2,10.5263,4,21.0526,11,57.8947,0,5.2632
5184,5184,1850,3334,19.1,1,5184,4211,609,19,111,5184,1611,3573,3337,143,68,0,24,1,0,0,2499,848,338,23,0,0,325,153,5125,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,32,0,11,0,34285.4,2490,5184,1581,3603,1,0,0,706,1,123980,848,FL,12,73,1300,12073001300,5184,0.356867284,0.812307099,0.117476852,0.003665123,0.021412037,0.398584906,0.027122642,0,0,0.383254717,0.180424528,0,0.34375,0,0.34375,0.695023148,0.163580247,848,0,12073001300,14,1,7.1429,3,21.4286,8,57.1429,0,0
5263,5263,2372,2891,22.3,1814,5263,1538,3338,72,174,4662,1001,3661,1696,444,549,635,204,79,38,16,11640,2366,1858,239,0,13,53,95,4577,98,20,24,0,0,0,0,10,222,104,33,35,12,0,0,0,1423,389,149,10,19389,11341,4638,2983,1655,2176,1814,362,1053,173,103500,2366,FL,12,73,1402,12073001402,2.901323043,0.450693521,0.292228767,0.634239027,0.01368041,0.033060992,0.785291631,0.10101437,0,0.005494505,0.022400676,0.040152156,0.273366128,0.104708363,0.007027407,0.385101897,0.356834843,0.449553487,1.30429989,0.166360294,12073001402,14,0,0,4,28.5714,7,50,0,14.2857
1852,1852,773,1079,30.3,775,1852,318,1527,0,7,1503,240,1263,433,81,172,181,198,92,45,61,19943,760,653,12,0,6,0,11,1443,7,37,19,0,51,0,0,28,0,33,23,0,31,23,10,37,1032,141,119,13,22428,18781,1467,845,622,1414,775,639,757,228,152800,760,FL,12,73,1901,12073001901,2.389677419,0.417386609,0.171706263,0.824514039,0,0.003779698,0.859210526,0.015789474,0,0.007894737,0,0.014473684,0.136627907,0.115310078,0.012596899,0.264534884,0.423994547,0.410367171,0.980645161,0.451909477,12073001901,5,0,0,1,20,0,0,0,20
3743,3743,1965,1778,21.3,1460,3743,2363,1107,0,52,3687,845,2842,1648,325,515,307,19,19,9,0,7272,1913,1545,17,0,1,328,22,3687,65,23,0,7,7,0,0,9,28,29,0,22,0,0,8,10,396,108,81,9,16723,8649,3687,2357,1330,1809,1460,349,1000,10,105440,1913,FL,12,73,2005,12073002005,2.56369863,0.524979963,0.631311782,0.295752071,0,0.0138926,0.807631992,0.008886566,0,0.000522739,0.171458442,0.011500261,0.272727273,0.204545455,0.022727273,0.5,0.360726878,0.511087363,1.310273973,0.192924268,12073002005,20,1,5,3,15,11,55,0,5
4411,4411,2821,1590,22.1,1916,4411,3058,965,0,211,4306,480,3826,1767,496,863,222,275,153,50,0,11398,2490,1945,32,0,170,232,0,4275,63,146,0,24,0,12,31,0,64,73,0,22,0,10,0,0,1146,158,228,59,22086,13905,4306,3046,1260,2312,1916,396,1041,118,158700,2490,FL,12,73,2006,12073002006,2.302192067,0.63953752,0.693266833,0.218771254,0,0.047834958,0.781124498,0.012851406,0,0.068273092,0.093172691,0,0.137870855,0.19895288,0.051483421,0.388307155,0.292614956,0.564497846,1.299582463,0.171280277,12073002006,21,1,4.7619,4,19.0476,12,57.1429,0,0
3965,3965,1904,2061,22.8,1421,3965,2243,1045,34,539,3842,522,3320,1439,328,666,524,221,88,12,42,12926,2630,2038,130,0,97,96,242,3832,100,137,37,31,0,15,18,15,148,152,11,9,11,0,8,17,1261,333,304,45,31205,14768,3842,2925,917,1760,1421,339,973,123,91900,2630,FL,12,73,2103,12073002103,2.790288529,0.480201765,0.565699874,0.263556116,0.008575032,0.13593947,0.774904943,0.049429658,0,0.036882129,0.036501901,0.092015209,0.26407613,0.241078509,0.035685964,0.540840603,0.238677772,0.663303909,1.850809289,0.192613636,12073002103,18,2,11.1111,8,44.4444,6,33.3333,5.5556,16.6667
3718,3718,1961,1757,42.7,1340,3718,2939,437,0,104,2920,350,2570,364,110,263,290,396,383,125,639,43415,1677,1625,0,0,0,9,24,2792,53,80,57,53,234,125,37,50,48,38,27,80,127,144,56,27,2528,639,425,66,92368,39413,2895,1810,1085,1350,1340,10,773,1295,278600,1677,FL,12,73,2512,12073002512,2.774626866,0.527434104,0.790478752,0.11753631,0,0.027972028,0.968992248,0,0,0,0.005366726,0.01431127,0.252768987,0.168117089,0.026107595,0.446993671,0.374784111,0.451048951,1.251492537,0.007407407,12073002512,3,0,0,0,0,1,33.3333,0,0
4664,4664,2358,2306,44.6,1654,4664,3540,403,0,684,3697,439,3258,388,184,205,310,671,425,163,912,47155,2449,2190,4,0,18,18,184,3478,57,25,49,132,330,247,98,128,68,28,111,167,256,157,147,58,3159,1116,642,152,103882,42396,3638,2513,1125,1701,1654,47,2224,1529,263400,2449,FL,12,73,2513,12073002513,2.819830713,0.505574614,0.759005146,0.086406518,0,0.146655232,0.894242548,0.00163332,0,0.007349939,0.007349939,0.075132707,0.353276353,0.20322887,0.048116493,0.604621716,0.309235844,0.525085763,1.480652963,0.027630805,12073002513,2,1,50,0,0,0,0,0,0
3163,3163,1499,1664,39.8,1224,3163,2921,182,0,0,2556,409,2147,304,241,639,364,269,127,72,131,22129,1225,1131,0,0,0,31,55,2500,0,0,21,0,14,19,0,0,18,0,25,0,62,23,27,18,2236,167,60,0,37663,20772,2523,1381,1142,1421,1224,197,868,774,124800,1225,FL,12,83,1102,12083001102,2.584150327,0.473917167,0.923490357,0.05754031,0,0,0.923265306,0,0,0,0.025306122,0.044897959,0.074686941,0.026833631,0,0.101520572,0.452635751,0.387290547,1.000816993,0.138634764,12083001102,12,2,16.6667,2,16.6667,6,50,0,0
6430,6430,2813,3617,42.5,2629,6430,5341,802,0,0,5260,450,4810,707,495,1100,522,685,550,151,600,26515,2880,2518,0,0,0,0,331,5179,70,82,0,0,278,28,20,12,137,0,0,111,186,30,24,29,4797,715,153,43,54723,30598,5245,3082,2163,2701,2629,72,932,1820,138600,2880,FL,12,83,1301,12083001301,2.445796881,0.43748056,0.830637636,0.124727838,0,0,0.874305556,0,0,0,0,0.114930556,0.149051491,0.031894934,0.008963936,0.189910361,0.412392755,0.447900467,1.095473564,0.026656794,12083001301,6,2,33.3333,0,0,4,66.6667,0,0
